+-----------------------------------------------------------------------+
| TRACE AXES      type machine: ROBOMAC          no: 513583             |
+-----------------------------------------------------------------------+

Mon Mar 20 14:17:43 2017

Trigger time : 51612560

;Time;interpol;;Eana14;;Eana15;;mode 0;m_pos 0;des_pos 0;des_speed 0;x1r 0;r_speed 0;couple 0;pos_mot 0;mot_speed 0;pos_ext 0;ext_speed 0;
;51612724;1;;994;;998;;21;-1194935133;5116221;-1374.00;5120400;-1400.00;-6;5155394;-1339.00;6082637;-7.00;
;51612725;1;;994;;998;;21;-1194935133;5114834;-1387.00;5119000;-1400.00;-6;5154044;-1350.00;6082630;-7.00;
;51612726;1;;994;;998;;21;-1194935133;5113433;-1401.00;5117600;-1400.00;-6;5152678;-1366.00;6082623;-7.00;
;51612727;1;;994;;998;;21;-1194935133;5112020;-1413.00;5116400;-1200.00;-6;5151298;-1380.00;6082617;-6.00;
;51612728;1;;994;;998;;21;-1194935133;5110595;-1425.00;5115000;-1400.00;-6;5149900;-1398.00;6082610;-7.00;
;51612729;1;;994;;998;;21;-1194935133;5109160;-1435.00;5113600;-1400.00;-6;5148494;-1406.00;6082603;-7.00;
;51612730;1;;996;;998;;21;-1194935133;5107715;-1445.00;5112200;-1400.00;-5;5147084;-1410.00;6082596;-7.00;
;51612731;1;;995;;998;;21;-1194935133;5106262;-1453.00;5110800;-1400.00;-7;5145661;-1423.00;6082589;-7.00;
;51612732;1;;996;;997;;21;-1194935133;5104801;-1461.00;5109400;-1400.00;-7;5144215;-1446.00;6082582;-7.00;
;51612733;1;;995;;997;;21;-1194935133;5103331;-1470.00;5107800;-1600.00;-6;5142755;-1460.00;6082574;-8.00;
;51612734;1;;995;;997;;21;-1194935133;5101852;-1479.00;5106400;-1400.00;-6;5141285;-1470.00;6082567;-7.00;
;51612735;1;;995;;997;;21;-1194935133;5100365;-1487.00;5105000;-1400.00;-5;5139808;-1477.00;6082560;-7.00;
;51612736;1;;995;;997;;21;-1194935133;5098870;-1495.00;5103400;-1600.00;-5;5138327;-1481.00;6082552;-8.00;
;51612737;1;;995;;997;;21;-1194935133;5097366;-1504.00;5102000;-1400.00;-5;5136845;-1482.00;6082545;-7.00;
;51612738;1;;995;;996;;21;-1194935133;5095854;-1512.00;5100400;-1600.00;-5;5135361;-1484.00;6082537;-8.00;
;51612739;1;;995;;996;;21;-1194935133;5094334;-1520.00;5099000;-1400.00;-6;5133862;-1499.00;6082530;-7.00;
;51612740;1;;995;;997;;21;-1194935133;5092804;-1530.00;5097400;-1600.00;-5;5132352;-1510.00;6082522;-8.00;
;51612741;1;;994;;997;;21;-1194935133;5091267;-1537.00;5096000;-1400.00;-6;5130839;-1513.00;6082515;-7.00;
;51612742;1;;994;;997;;21;-1194935133;5089721;-1546.00;5094400;-1600.00;-5;5129319;-1520.00;6082507;-8.00;
;51612743;1;;994;;997;;21;-1194935133;5088167;-1554.00;5093000;-1400.00;-6;5127795;-1524.00;6082500;-7.00;
;51612744;1;;994;;997;;21;-1194935133;5086604;-1563.00;5091400;-1600.00;-6;5126262;-1533.00;6082492;-8.00;
;51612745;1;;993;;997;;21;-1194935133;5085032;-1572.00;5089800;-1600.00;-6;5124714;-1548.00;6082484;-8.00;
;51612746;1;;994;;996;;21;-1194935133;5083453;-1579.00;5088200;-1600.00;-6;5123151;-1563.00;6082476;-8.00;
;51612747;1;;993;;997;;21;-1194935133;5081864;-1589.00;5086800;-1400.00;-6;5121576;-1575.00;6082469;-7.00;
;51612748;1;;994;;997;;21;-1194935133;5080268;-1596.00;5085200;-1600.00;-5;5119991;-1585.00;6082461;-8.00;
;51612749;1;;993;;997;;21;-1194935133;5078663;-1605.00;5083600;-1600.00;-5;5118406;-1585.00;6082453;-8.00;
;51612750;1;;994;;997;;21;-1194935133;5077049;-1614.00;5082000;-1600.00;-5;5116821;-1585.00;6082445;-8.00;
;51612751;1;;994;;997;;21;-1194935133;5075427;-1622.00;5080400;-1600.00;-6;5115225;-1596.00;6082437;-8.00;
;51612752;1;;994;;997;;21;-1194935133;5073796;-1631.00;5078800;-1600.00;-6;5113612;-1613.00;6082429;-8.00;
;51612753;1;;994;;997;;21;-1194935133;5072158;-1638.00;5077200;-1600.00;-6;5111991;-1621.00;6082421;-8.00;
;51612754;1;;994;;997;;21;-1194935133;5070510;-1648.00;5075600;-1600.00;-6;5110367;-1624.00;6082413;-8.00;
;51612755;1;;994;;997;;21;-1194935133;5068854;-1656.00;5074000;-1600.00;-6;5108739;-1628.00;6082405;-8.00;
;51612756;1;;994;;997;;21;-1194935133;5067190;-1664.00;5072400;-1600.00;-6;5107104;-1635.00;6082397;-8.00;
;51612757;1;;994;;997;;21;-1194935133;5065517;-1673.00;5070600;-1800.00;-6;5105457;-1647.00;6082388;-9.00;
;51612758;1;;994;;997;;21;-1194935133;5063836;-1681.00;5069000;-1600.00;-7;5103795;-1662.00;6082380;-8.00;
;51612759;1;;994;;997;;21;-1194935133;5062147;-1689.00;5067400;-1600.00;-7;5102118;-1677.00;6082372;-8.00;
;51612760;1;;994;;997;;21;-1194935133;5060449;-1698.00;5065800;-1600.00;-7;5100430;-1688.00;6082364;-8.00;
